RepoName,RepoType,GitHubURL,TravisFileURL
scikit-garden/scikit-garden,Applied,https://github.com/scikit-garden/scikit-garden.git,https://github.com/scikit-garden/scikit-garden/blob/master/.travis.yml
netrack/keras-metrics,Applied,https://github.com/netrack/keras-metrics.git,https://github.com/netrack/keras-metrics/blob/master/.travis.yml
chakki-works/chazutsu,Tool,https://github.com/chakki-works/chazutsu.git,https://github.com/chakki-works/chazutsu/blob/master/.travis.yml
src-d/ml-core,Tool,https://github.com/src-d/ml-core.git,https://github.com/src-d/ml-core/blob/master/.travis.yml
dirty-cat/dirty_cat,Applied,https://github.com/dirty-cat/dirty_cat.git,https://github.com/dirty-cat/dirty_cat/blob/master/.travis.yml
Hananel-Hazan/bindsnet,Applied,https://github.com/Hananel-Hazan/bindsnet.git,https://github.com/Hananel-Hazan/bindsnet/blob/master/.travis.yml
OFAI/hub-toolbox-python3,Applied,https://github.com/OFAI/hub-toolbox-python3.git,https://github.com/OFAI/hub-toolbox-python3/blob/master/.travis.yml
sintefneodroid/agent,Applied,https://github.com/sintefneodroid/agent.git,https://github.com/sintefneodroid/agent/blob/master/.travis.yml
pescadores/pescador,Applied,https://github.com/pescadores/pescador.git,https://github.com/pescadores/pescador/blob/master/.travis.yml
CyberZHG/wiki-dump-reader,Applied,https://github.com/CyberZHG/wiki-dump-reader.git,https://github.com/CyberZHG/wiki-dump-reader/blob/master/.travis.yml
MagNet-DL/magnet,Applied,https://github.com/MagNet-DL/magnet.git,https://github.com/MagNet-DL/magnet/blob/master/.travis.yml
daniel-cortez-stevenson/crypto-predict,Applied,https://github.com/daniel-cortez-stevenson/crypto-predict.git,https://github.com/daniel-cortez-stevenson/crypto-predict/blob/master/.travis.yml
mikgroup/sigpy,Applied,https://github.com/mikgroup/sigpy.git,https://github.com/mikgroup/sigpy/blob/master/.travis.yml
maximecb/gym-miniworld,Applied,https://github.com/maximecb/gym-miniworld.git,https://github.com/maximecb/gym-miniworld/blob/master/.travis.yml
cgre-aachen/bayseg,Tool,https://github.com/cgre-aachen/bayseg.git,https://github.com/cgre-aachen/bayseg/blob/master/.travis.yml
leopepe/GOApy,Applied,https://github.com/leopepe/GOApy.git,https://github.com/leopepe/GOApy/blob/master/.travis.yml
alvations/sacremoses,Applied,https://github.com/alvations/sacremoses.git,https://github.com/alvations/sacremoses/blob/master/.travis.yml
imgarylai/bert-embedding,Applied,https://github.com/imgarylai/bert-embedding.git,https://github.com/imgarylai/bert-embedding/blob/master/.travis.yml
braincreators/octconv,Applied,https://github.com/braincreators/octconv.git,https://github.com/braincreators/octconv/blob/master/.travis.yml
alvations/pywsd,Applied,https://github.com/alvations/pywsd.git,https://github.com/alvations/pywsd/blob/master/.travis.yml
kpe/bert-for-tf2,Tool,https://github.com/kpe/bert-for-tf2.git,https://github.com/kpe/bert-for-tf2/blob/master/.travis.yml
wzpan/wukong-robot,Applied,https://github.com/wzpan/wukong-robot.git,https://github.com/wzpan/wukong-robot/blob/master/.travis.yml
IBM/MAX-Audio-Embedding-Generator,Applied,https://github.com/IBM/MAX-Audio-Embedding-Generator.git,https://github.com/IBM/MAX-Audio-Embedding-Generator/blob/master/.travis.yml
zuoxingdong/lagom,Applied,https://github.com/zuoxingdong/lagom.git,https://github.com/zuoxingdong/lagom/blob/master/.travis.yml
esowc/ml_drought,Applied,https://github.com/esowc/ml_drought.git,https://github.com/esowc/ml_drought/blob/master/.travis.yml
google/tangent,Applied,https://github.com/google/tangent.git,https://github.com/google/tangent/blob/master/.travis.yml
wesselb/stheno,Applied,https://github.com/wesselb/stheno.git,https://github.com/wesselb/stheno/blob/master/.travis.yml
IBM/MAX-News-Text-Generator,Applied,https://github.com/IBM/MAX-News-Text-Generator.git,https://github.com/IBM/MAX-News-Text-Generator/blob/master/.travis.yml
nicodv/kmodes,Applied,https://github.com/nicodv/kmodes.git,https://github.com/nicodv/kmodes/blob/master/.travis.yml
alvinwan/timefhuman,Applied,https://github.com/alvinwan/timefhuman.git,https://github.com/alvinwan/timefhuman/blob/master/.travis.yml
ikegami-yukino/pymlask,Applied,https://github.com/ikegami-yukino/pymlask.git,https://github.com/ikegami-yukino/pymlask/blob/master/.travis.yml
loli/medpy,Applied,https://github.com/loli/medpy.git,https://github.com/loli/medpy/blob/master/.travis.yml
maxpumperla/elephas,Applied,https://github.com/maxpumperla/elephas.git,https://github.com/maxpumperla/elephas/blob/master/.travis.yml
JoergFranke/ADNC,Applied,https://github.com/JoergFranke/ADNC.git,https://github.com/JoergFranke/ADNC/blob/master/.travis.yml
nlppln/nlppln,Applied,https://github.com/nlppln/nlppln.git,https://github.com/nlppln/nlppln/blob/master/.travis.yml
ikegami-yukino/neologdn,Tool,https://github.com/ikegami-yukino/neologdn.git,https://github.com/ikegami-yukino/neologdn/blob/master/.travis.yml
neka-nat/tensorboard-chainer,Tool,https://github.com/neka-nat/tensorboard-chainer.git,https://github.com/neka-nat/tensorboard-chainer/blob/master/.travis.yml
vecxoz/vecstack,Tool,https://github.com/vecxoz/vecstack.git,https://github.com/vecxoz/vecstack/blob/master/.travis.yml
innodatalabs/tbert,Tool,https://github.com/innodatalabs/tbert.git,https://github.com/innodatalabs/tbert/blob/master/.travis.yml
sintefneodroid/neo,Tool,https://github.com/sintefneodroid/neo.git,https://github.com/sintefneodroid/neo/blob/master/.travis.yml
nerox8664/gluon2pytorch,Applied,https://github.com/nerox8664/gluon2pytorch.git,https://github.com/nerox8664/gluon2pytorch/blob/master/.travis.yml
pymc-learn/pymc-learn,Applied,https://github.com/pymc-learn/pymc-learn.git,https://github.com/pymc-learn/pymc-learn/blob/master/.travis.yml
wkentaro/chainer-cyclegan,Applied,https://github.com/wkentaro/chainer-cyclegan.git,https://github.com/wkentaro/chainer-cyclegan/blob/master/.travis.yml
shineware/PyKOMORAN,Applied,https://github.com/shineware/PyKOMORAN.git,https://github.com/shineware/PyKOMORAN/blob/master/.travis.yml
snipsco/snips-nlu-metrics,Applied,https://github.com/snipsco/snips-nlu-metrics.git,https://github.com/snipsco/snips-nlu-metrics/blob/master/.travis.yml
verifid/mocr,Applied,https://github.com/verifid/mocr.git,https://github.com/verifid/mocr/blob/master/.travis.yml
scikit-optimize/scikit-optimize,Applied,https://github.com/scikit-optimize/scikit-optimize.git,https://github.com/scikit-optimize/scikit-optimize/blob/master/.travis.yml
bigartm/bigartm,Applied,https://github.com/bigartm/bigartm.git,https://github.com/bigartm/bigartm/blob/master/.travis.yml
fcurella/django-recommends,Applied,https://github.com/fcurella/django-recommends.git,https://github.com/fcurella/django-recommends/blob/master/.travis.yml
astorfi/3D-convolutional-speaker-recognition,Applied,https://github.com/astorfi/3D-convolutional-speaker-recognition.git,https://github.com/astorfi/3D-convolutional-speaker-recognition/blob/master/.travis.yml
guokr/Caver,Tool,https://github.com/guokr/Caver.git,https://github.com/guokr/Caver/blob/master/.travis.yml
MisaOgura/flashtorch,Tool,https://github.com/MisaOgura/flashtorch.git,https://github.com/MisaOgura/flashtorch/blob/master/.travis.yml
modAL-python/modAL,Tool,https://github.com/modAL-python/modAL.git,https://github.com/modAL-python/modAL/blob/master/.travis.yml
chainer/chainercv,Tool,https://github.com/chainer/chainercv.git,https://github.com/chainer/chainercv/blob/master/.travis.yml
NVIDIA/DIGITS,Tool,https://github.com/NVIDIA/DIGITS.git,https://github.com/NVIDIA/DIGITS/blob/master/.travis.yml
r9y9/nnmnkwii,Tool,https://github.com/r9y9/nnmnkwii.git,https://github.com/r9y9/nnmnkwii/blob/master/.travis.yml
stanfordnlp/stanfordnlp,Tool,https://github.com/stanfordnlp/stanfordnlp.git,https://github.com/stanfordnlp/stanfordnlp/blob/master/.travis.yml
raviqqe/tensorflow-qnd,Tool,https://github.com/raviqqe/tensorflow-qnd.git,https://github.com/raviqqe/tensorflow-qnd/blob/master/.travis.yml
Mariewelt/OpenChem,Tool,https://github.com/Mariewelt/OpenChem.git,https://github.com/Mariewelt/OpenChem/blob/master/.travis.yml
reiinakano/scikit-plot,Tool,https://github.com/reiinakano/scikit-plot.git,https://github.com/reiinakano/scikit-plot/blob/master/.travis.yml
PetrochukM/PyTorch-NLP,Tool,https://github.com/PetrochukM/PyTorch-NLP.git,https://github.com/PetrochukM/PyTorch-NLP/blob/master/.travis.yml
clips/pattern,Tool,https://github.com/clips/pattern.git,https://github.com/clips/pattern/blob/master/.travis.yml
Maluuba/nlg-eval,Tool,https://github.com/Maluuba/nlg-eval.git,https://github.com/Maluuba/nlg-eval/blob/master/.travis.yml
yxonic/fret,Tool,https://github.com/yxonic/fret.git,https://github.com/yxonic/fret/blob/master/.travis.yml
arthurpaulino/miraiml,Tool,https://github.com/arthurpaulino/miraiml.git,https://github.com/arthurpaulino/miraiml/blob/master/.travis.yml
fukatani/stacked_generalization,Tool,https://github.com/fukatani/stacked_generalization.git,https://github.com/fukatani/stacked_generalization/blob/master/.travis.yml
CrowdTruth/CrowdTruth-core,Tool,https://github.com/CrowdTruth/CrowdTruth-core.git,https://github.com/CrowdTruth/CrowdTruth-core/blob/master/.travis.yml
cltk/cltk,Tool,https://github.com/cltk/cltk.git,https://github.com/cltk/cltk/blob/master/.travis.yml
kermitt2/delft,Tool,https://github.com/kermitt2/delft.git,https://github.com/kermitt2/delft/blob/master/.travis.yml
ecohealthalliance/EpiTator,Tool,https://github.com/ecohealthalliance/EpiTator.git,https://github.com/ecohealthalliance/EpiTator/blob/master/.travis.yml
Jopepato/SMiLE,Tool,https://github.com/Jopepato/SMiLE.git,https://github.com/Jopepato/SMiLE/blob/master/.travis.yml
chakki-works/seqeval,Tool,https://github.com/chakki-works/seqeval.git,https://github.com/chakki-works/seqeval/blob/master/.travis.yml
alan-turing-institute/skpro,Tool,https://github.com/alan-turing-institute/skpro.git,https://github.com/alan-turing-institute/skpro/blob/master/.travis.yml
NIHOPA/NLPre,Tool,https://github.com/NIHOPA/NLPre.git,https://github.com/NIHOPA/NLPre/blob/master/.travis.yml
ClarityNLP/ClarityNLP,Tool,https://github.com/ClarityNLP/ClarityNLP.git,https://github.com/ClarityNLP/ClarityNLP/blob/master/.travis.yml
scikit-learn/scikit-learn,Tool,https://github.com/scikit-learn/scikit-learn.git,https://github.com/scikit-learn/scikit-learn/blob/master/.travis.yml
nielstron/quantulum3,Tool,https://github.com/nielstron/quantulum3.git,https://github.com/nielstron/quantulum3/blob/master/.travis.yml
chainer/chainer,Tool,https://github.com/chainer/chainer.git,https://github.com/chainer/chainer/blob/master/.travis.yml
vzhou842/profanity-check,Tool,https://github.com/vzhou842/profanity-check.git,https://github.com/vzhou842/profanity-check/blob/master/.travis.yml
raamana/neuropredict,Tool,https://github.com/raamana/neuropredict.git,https://github.com/raamana/neuropredict/blob/master/.travis.yml
antoinecarme/pyaf,Tool,https://github.com/antoinecarme/pyaf.git,https://github.com/antoinecarme/pyaf/blob/master/.travis.yml
Rostlab/nalaf,Tool,https://github.com/Rostlab/nalaf.git,https://github.com/Rostlab/nalaf/blob/master/.travis.yml
gosha20777/keras2cpp,Tool,https://github.com/gosha20777/keras2cpp.git,https://github.com/gosha20777/keras2cpp/blob/master/.travis.yml
SekouD/mlconjug,Tool,https://github.com/SekouD/mlconjug.git,https://github.com/SekouD/mlconjug/blob/master/.travis.yml
datamade/usaddress,Tool,https://github.com/datamade/usaddress.git,https://github.com/datamade/usaddress/blob/master/.travis.yml
scikit-multiflow/scikit-multiflow,Tool,https://github.com/scikit-multiflow/scikit-multiflow.git,https://github.com/scikit-multiflow/scikit-multiflow/blob/master/.travis.yml
kundajelab/dragonn,Tool,https://github.com/kundajelab/dragonn.git,https://github.com/kundajelab/dragonn/blob/master/.travis.yml
MaxHalford/prince,Tool,https://github.com/MaxHalford/prince.git,https://github.com/MaxHalford/prince/blob/master/.travis.yml
RasaHQ/rasa_core,Tool,https://github.com/RasaHQ/rasa_core.git,https://github.com/RasaHQ/rasa_core/blob/master/.travis.yml
inspirehep/magpie,Tool,https://github.com/inspirehep/magpie.git,https://github.com/inspirehep/magpie/blob/master/.travis.yml
goulu/Goulib,Tool,https://github.com/goulu/Goulib.git,https://github.com/goulu/Goulib/blob/master/.travis.yml
fastnlp/fastNLP,Tool,https://github.com/fastnlp/fastNLP.git,https://github.com/fastnlp/fastNLP/blob/master/.travis.yml
feedly/transfer-nlp,Tool,https://github.com/feedly/transfer-nlp.git,https://github.com/feedly/transfer-nlp/blob/master/.travis.yml
scikit-learn-contrib/hdbscan,Tool,https://github.com/scikit-learn-contrib/hdbscan.git,https://github.com/scikit-learn-contrib/hdbscan/blob/master/.travis.yml
bhargavvader/pycobra,Tool,https://github.com/bhargavvader/pycobra.git,https://github.com/bhargavvader/pycobra/blob/master/.travis.yml
gunthercox/ChatterBot,Tool,https://github.com/gunthercox/ChatterBot.git,https://github.com/gunthercox/ChatterBot/blob/master/.travis.yml
jfilter/text-classification-keras,Tool,https://github.com/jfilter/text-classification-keras.git,https://github.com/jfilter/text-classification-keras/blob/master/.travis.yml
openopt/copt,Tool,https://github.com/openopt/copt.git,https://github.com/openopt/copt/blob/master/.travis.yml
bamos/block,Tool,https://github.com/bamos/block.git,https://github.com/bamos/block/blob/master/.travis.yml
lai-bluejay/diego,Tool,https://github.com/lai-bluejay/diego.git,https://github.com/lai-bluejay/diego/blob/master/.travis.yml
funkey/gunpowder,Tool,https://github.com/funkey/gunpowder.git,https://github.com/funkey/gunpowder/blob/master/.travis.yml
bmcfee/muda,Tool,https://github.com/bmcfee/muda.git,https://github.com/bmcfee/muda/blob/master/.travis.yml
proycon/foliapy,Tool,https://github.com/proycon/foliapy.git,https://github.com/proycon/foliapy/blob/master/.travis.yml
scikit-learn-contrib/imbalanced-learn,Tool,https://github.com/scikit-learn-contrib/imbalanced-learn.git,https://github.com/scikit-learn-contrib/imbalanced-learn/blob/master/.travis.yml
scikit-learn-contrib/polylearn,Tool,https://github.com/scikit-learn-contrib/polylearn.git,https://github.com/scikit-learn-contrib/polylearn/blob/master/.travis.yml
nschaetti/EchoTorch,Tool,https://github.com/nschaetti/EchoTorch.git,https://github.com/nschaetti/EchoTorch/blob/master/.travis.yml
RaRe-Technologies/gensim,Tool,https://github.com/RaRe-Technologies/gensim.git,https://github.com/RaRe-Technologies/gensim/blob/master/.travis.yml
OlafenwaMoses/ImageAI,Tool,https://github.com/OlafenwaMoses/ImageAI.git,https://github.com/OlafenwaMoses/ImageAI/blob/master/.travis.yml
flennerhag/mlens,Tool,https://github.com/flennerhag/mlens.git,https://github.com/flennerhag/mlens/blob/master/.travis.yml
proycon/pynlpl,Tool,https://github.com/proycon/pynlpl.git,https://github.com/proycon/pynlpl/blob/master/.travis.yml
onnx/onnx-caffe2,Tool,https://github.com/onnx/onnx-caffe2.git,https://github.com/onnx/onnx-caffe2/blob/master/.travis.yml
oracle/Skater,Tool,https://github.com/oracle/Skater.git,https://github.com/oracle/Skater/blob/master/.travis.yml
undertheseanlp/underthesea,Tool,https://github.com/undertheseanlp/underthesea.git,https://github.com/undertheseanlp/underthesea/blob/master/.travis.yml
crcollins/molml,Tool,https://github.com/crcollins/molml.git,https://github.com/crcollins/molml/blob/master/.travis.yml
autonomio/kerasplotlib,Tool,https://github.com/autonomio/kerasplotlib.git,https://github.com/autonomio/kerasplotlib/blob/master/.travis.yml
thu-ml/zhusuan,Tool,https://github.com/thu-ml/zhusuan.git,https://github.com/thu-ml/zhusuan/blob/master/.travis.yml
alfredfrancis/ai-chatbot-framework,Tool,https://github.com/alfredfrancis/ai-chatbot-framework.git,https://github.com/alfredfrancis/ai-chatbot-framework/blob/master/.travis.yml
BehaviorTree/BehaviorTree.CPP,Tool,https://github.com/BehaviorTree/BehaviorTree.CPP.git,https://github.com/BehaviorTree/BehaviorTree.CPP/blob/master/.travis.yml
snipsco/snips-nlu,Tool,https://github.com/snipsco/snips-nlu.git,https://github.com/snipsco/snips-nlu/blob/master/.travis.yml
DeNA/ChainerPruner,Tool,https://github.com/DeNA/ChainerPruner.git,https://github.com/DeNA/ChainerPruner/blob/master/.travis.yml
chakki-works/sumeval,Tool,https://github.com/chakki-works/sumeval.git,https://github.com/chakki-works/sumeval/blob/master/.travis.yml
dssg/triage,Tool,https://github.com/dssg/triage.git,https://github.com/dssg/triage/blob/master/.travis.yml
jmaggio14/imagepypelines,Tool,https://github.com/jmaggio14/imagepypelines.git,https://github.com/jmaggio14/imagepypelines/blob/master/.travis.yml
thehyve/tmtk,Tool,https://github.com/thehyve/tmtk.git,https://github.com/thehyve/tmtk/blob/master/.travis.yml
amzn/xfer,Tool,https://github.com/amzn/xfer.git,https://github.com/amzn/xfer/blob/master/.travis.yml
BIMSBbioinfo/maui,Tool,https://github.com/BIMSBbioinfo/maui.git,https://github.com/BIMSBbioinfo/maui/blob/master/.travis.yml
CPJKU/madmom,Tool,https://github.com/CPJKU/madmom.git,https://github.com/CPJKU/madmom/blob/master/.travis.yml
kakao/n2,Tool,https://github.com/kakao/n2.git,https://github.com/kakao/n2/blob/master/.travis.yml
JohnVinyard/zounds,Tool,https://github.com/JohnVinyard/zounds.git,https://github.com/JohnVinyard/zounds/blob/master/.travis.yml
ysig/GraKeL,Tool,https://github.com/ysig/GraKeL.git,https://github.com/ysig/GraKeL/blob/master/.travis.yml
proycon/colibri-core,Tool,https://github.com/proycon/colibri-core.git,https://github.com/proycon/colibri-core/blob/master/.travis.yml
Thenerdstation/mltest,Tool,https://github.com/Thenerdstation/mltest.git,https://github.com/Thenerdstation/mltest/blob/master/.travis.yml
microsoft/MMdnn,Tool,https://github.com/microsoft/MMdnn.git,https://github.com/microsoft/MMdnn/blob/master/.travis.yml
chainer/chainerrl,Tool,https://github.com/chainer/chainerrl.git,https://github.com/chainer/chainerrl/blob/master/.travis.yml
vzhong/embeddings,Tool,https://github.com/vzhong/embeddings.git,https://github.com/vzhong/embeddings/blob/master/.travis.yml
DynaSlum/satsense,Tool,https://github.com/DynaSlum/satsense.git,https://github.com/DynaSlum/satsense/blob/master/.travis.yml
SmartDataAnalytics/BioKEEN,Tool,https://github.com/SmartDataAnalytics/BioKEEN.git,https://github.com/SmartDataAnalytics/BioKEEN/blob/master/.travis.yml
mdbloice/Augmentor,Tool,https://github.com/mdbloice/Augmentor.git,https://github.com/mdbloice/Augmentor/blob/master/.travis.yml
tensorflow/tensor2tensor,Tool,https://github.com/tensorflow/tensor2tensor.git,https://github.com/tensorflow/tensor2tensor/blob/master/.travis.yml
plstcharles/thelper,Tool,https://github.com/plstcharles/thelper.git,https://github.com/plstcharles/thelper/blob/master/.travis.yml
majianjia/nnom,Tool,https://github.com/majianjia/nnom.git,https://github.com/majianjia/nnom/blob/master/.travis.yml
yasserfarouk/negmas,Tool,https://github.com/yasserfarouk/negmas.git,https://github.com/yasserfarouk/negmas/blob/master/.travis.yml
TeamHG-Memex/eli5,Tool,https://github.com/TeamHG-Memex/eli5.git,https://github.com/TeamHG-Memex/eli5/blob/master/.travis.yml
nilearn/nilearn,Tool,https://github.com/nilearn/nilearn.git,https://github.com/nilearn/nilearn/blob/master/.travis.yml
yzhao062/pyod,Tool,https://github.com/yzhao062/pyod.git,https://github.com/yzhao062/pyod/blob/master/.travis.yml
Aifred-Health/Vulcan,Tool,https://github.com/Aifred-Health/Vulcan.git,https://github.com/Aifred-Health/Vulcan/blob/master/.travis.yml
PaddlePaddle/X2Paddle,Tool,https://github.com/PaddlePaddle/X2Paddle.git,https://github.com/PaddlePaddle/X2Paddle/blob/master/.travis.yml
annoviko/pyclustering,Tool,https://github.com/annoviko/pyclustering.git,https://github.com/annoviko/pyclustering/blob/master/.travis.yml
ibayer/fastFM,Tool,https://github.com/ibayer/fastFM.git,https://github.com/ibayer/fastFM/blob/master/.travis.yml
medtagger/MedTagger,Tool,https://github.com/medtagger/MedTagger.git,https://github.com/medtagger/MedTagger/blob/master/.travis.yml
mideind/Icegrams,Tool,https://github.com/mideind/Icegrams.git,https://github.com/mideind/Icegrams/blob/master/.travis.yml
openeventdata/mordecai,Tool,https://github.com/openeventdata/mordecai.git,https://github.com/openeventdata/mordecai/blob/master/.travis.yml
rasbt/mlxtend,Tool,https://github.com/rasbt/mlxtend.git,https://github.com/rasbt/mlxtend/blob/master/.travis.yml
usnistgov/jarvis,Tool,https://github.com/usnistgov/jarvis.git,https://github.com/usnistgov/jarvis/blob/master/.travis.yml
wmkouw/libTLDA,Tool,https://github.com/wmkouw/libTLDA.git,https://github.com/wmkouw/libTLDA/blob/master/.travis.yml
DanielJDufour/language-detector,Applied,https://github.com/DanielJDufour/language-detector.git,https://github.com/DanielJDufour/language-detector/blob/master/.travis.yml
IBM/MAX-Breast-Cancer-Mitosis-Detector,Applied,https://github.com/IBM/MAX-Breast-Cancer-Mitosis-Detector.git,https://github.com/IBM/MAX-Breast-Cancer-Mitosis-Detector/blob/master/.travis.yml
IBM/MAX-Fast-Neural-Style-Transfer,Applied,https://github.com/IBM/MAX-Fast-Neural-Style-Transfer.git,https://github.com/IBM/MAX-Fast-Neural-Style-Transfer/blob/master/.travis.yml
IBM/MAX-Image-Segmenter,Applied,https://github.com/IBM/MAX-Image-Segmenter.git,https://github.com/IBM/MAX-Image-Segmenter/blob/master/.travis.yml
IBM/MAX-Inception-ResNet-v2,Applied,https://github.com/IBM/MAX-Inception-ResNet-v2.git,https://github.com/IBM/MAX-Inception-ResNet-v2/blob/master/.travis.yml
IBM/MAX-Review-Text-Generator,Applied,https://github.com/IBM/MAX-Review-Text-Generator.git,https://github.com/IBM/MAX-Review-Text-Generator/blob/master/.travis.yml
IBM/MAX-Scene-Classifier,Applied,https://github.com/IBM/MAX-Scene-Classifier.git,https://github.com/IBM/MAX-Scene-Classifier/blob/master/.travis.yml
IBM/MAX-Sports-Video-Classifier,Applied,https://github.com/IBM/MAX-Sports-Video-Classifier.git,https://github.com/IBM/MAX-Sports-Video-Classifier/blob/master/.travis.yml
IBM/MAX-Weather-Forecaster,Applied,https://github.com/IBM/MAX-Weather-Forecaster.git,https://github.com/IBM/MAX-Weather-Forecaster/blob/master/.travis.yml
IBM/mi-prometheus,Tool,https://github.com/IBM/mi-prometheus.git,https://github.com/IBM/mi-prometheus/blob/master/.travis.yml
LanguageMachines/PICCL,Applied,https://github.com/LanguageMachines/PICCL.git,https://github.com/LanguageMachines/PICCL/blob/master/.travis.yml
PIQuIL/QuCumber,Applied,https://github.com/PIQuIL/QuCumber.git,https://github.com/PIQuIL/QuCumber/blob/master/.travis.yml
RomanovMikeV/setka,Applied,https://github.com/RomanovMikeV/setka.git,https://github.com/RomanovMikeV/setka/blob/master/.travis.yml
WenjieZ/TSCV,Tool,https://github.com/WenjieZ/TSCV.git,https://github.com/WenjieZ/TSCV/blob/master/.travis.yml
X-DataInitiative/tick,Applied,https://github.com/X-DataInitiative/tick.git,https://github.com/X-DataInitiative/tick/blob/master/.travis.yml
aldro61/mmit,Applied,https://github.com/aldro61/mmit.git,https://github.com/aldro61/mmit/blob/master/.travis.yml
biocore/calour,Applied,https://github.com/biocore/calour.git,https://github.com/biocore/calour/blob/master/.travis.yml
datasciencecampus/pyGrams,Applied,https://github.com/datasciencecampus/pyGrams.git,https://github.com/datasciencecampus/pyGrams/blob/master/.travis.yml
deepfakes/faceswap,Applied,https://github.com/deepfakes/faceswap.git,https://github.com/deepfakes/faceswap/blob/master/.travis.yml
font-bakers/knead,Applied,https://github.com/font-bakers/knead.git,https://github.com/font-bakers/knead/blob/master/.travis.yml
gbnk0/simple-image-classifier,Applied,https://github.com/gbnk0/simple-image-classifier.git,https://github.com/gbnk0/simple-image-classifier/blob/master/.travis.yml
jobovy/extreme-deconvolution,Applied,https://github.com/jobovy/extreme-deconvolution.git,https://github.com/jobovy/extreme-deconvolution/blob/master/.travis.yml
lyst/lightfm,Applied,https://github.com/lyst/lightfm.git,https://github.com/lyst/lightfm/blob/master/.travis.yml
maciejkula/spotlight,Applied,https://github.com/maciejkula/spotlight.git,https://github.com/maciejkula/spotlight/blob/master/.travis.yml
mapbox/robosat,Applied,https://github.com/mapbox/robosat.git,https://github.com/mapbox/robosat/blob/master/.travis.yml
mirapy-org/mirapy,Applied,https://github.com/mirapy-org/mirapy.git,https://github.com/mirapy-org/mirapy/blob/master/.travis.yml
moe-serifu-circle/moe-serifu-agent,Applied,https://github.com/moe-serifu-circle/moe-serifu-agent.git,https://github.com/moe-serifu-circle/moe-serifu-agent/blob/master/.travis.yml
molecularsets/moses,Applied,https://github.com/molecularsets/moses.git,https://github.com/molecularsets/moses/blob/master/.travis.yml
msmbuilder/osprey,Applied,https://github.com/msmbuilder/osprey.git,https://github.com/msmbuilder/osprey/blob/master/.travis.yml
nathan-toubiana/scitime,Applied,https://github.com/nathan-toubiana/scitime.git,https://github.com/nathan-toubiana/scitime/blob/master/.travis.yml
nrontsis/PILCO,Applied,https://github.com/nrontsis/PILCO.git,https://github.com/nrontsis/PILCO/blob/master/.travis.yml
plasticityai/magnitude,Applied,https://github.com/plasticityai/magnitude.git,https://github.com/plasticityai/magnitude/blob/master/.travis.yml
rajveermalviya/language-modeling,Applied,https://github.com/rajveermalviya/language-modeling.git,https://github.com/rajveermalviya/language-modeling/blob/master/.travis.yml
scikit-multilearn/scikit-multilearn,Applied,https://github.com/scikit-multilearn/scikit-multilearn.git,https://github.com/scikit-multilearn/scikit-multilearn/blob/master/.travis.yml
shenweichen/DeepCTR,Applied,https://github.com/shenweichen/DeepCTR.git,https://github.com/shenweichen/DeepCTR/blob/master/.travis.yml
tzutalin/labelImg,Applied,https://github.com/tzutalin/labelImg.git,https://github.com/tzutalin/labelImg/blob/master/.travis.yml
uwreact/uwreact_robot,Applied,https://github.com/uwreact/uwreact_robot.git,https://github.com/uwreact/uwreact_robot/blob/master/.travis.yml
xvjiarui/GCNet,Applied,https://github.com/xvjiarui/GCNet.git,https://github.com/xvjiarui/GCNet/blob/master/.travis.yml
openml/automlbenchmark,Tool,https://github.com/openml/automlbenchmark.git,https://github.com/openml/automlbenchmark/blob/master/.travis.yml
